0.039,0.0
0.052,0.0
0.085,0.0
0.111,0.0
0.137,0.0
0.164,0.0
0.19,0.0
0.222,0.0
0.242,0.0
0.268,0.0
0.294,0.0
0.32,0.0
0.34,0.0
0.373,0.0
0.399,0.0
0.419,0.0
0.445,0.0
0.477,0.0
0.517,0.0
0.53,0.0
0.556,0.0
0.576,0.0
0.602,0.0
0.628,0.0
0.654,0.0
0.68,0.0
0.7,0.0
0.726,0.0
0.752,0.0
0.791,0.001
0.804,0.002
0.824,0.002
0.844,0.003
0.863,0.004
0.87,0.006
0.896,0.007
0.909,0.009
0.929,0.011
0.955,0.013
0.961,0.016
0.968,0.018
0.981,0.02
0.981,0.023
1.001,0.025
1.014,0.028
1.027,0.031
1.033,0.034
1.04,0.037
1.053,0.04
1.066,0.043
1.079,0.046
1.086,0.048
1.092,0.051
1.099,0.054
1.125,0.057
1.125,0.059
1.138,0.061
1.158,0.064
1.138,0.067
1.164,0.07
1.184,0.074
1.177,0.076
1.197,0.08
1.197,0.083
1.21,0.086
1.223,0.09
1.223,0.092
1.243,0.096
1.243,0.099
1.262,0.101
1.256,0.105
1.275,0.108
1.282,0.112
1.282,0.114
1.295,0.118
1.295,0.121
1.308,0.126
1.301,0.129
1.315,0.134
1.321,0.136
1.341,0.14
1.341,0.141
1.321,0.144
1.328,0.15
1.334,0.149
1.328,0.15
1.334,0.149
1.328,0.151
1.334,0.15
1.321,0.15
1.328,0.151
1.328,0.15
1.328,0.151
1.328,0.15
1.328,0.151
1.334,0.15
1.328,0.152
1.328,0.15
1.321,0.15
1.341,0.151
1.328,0.15
1.328,0.151
1.328,0.15
1.328,0.151
1.334,0.15
1.328,0.151
1.328,0.15
1.328,0.152
1.328,0.15
1.321,0.151
1.341,0.151
1.328,0.15
1.328,0.151
1.328,0.15
1.328,0.151
1.334,0.15
1.328,0.151
1.334,0.149
1.328,0.15
1.334,0.149
1.334,0.148
1.341,0.147
1.334,0.147
1.347,0.147
1.328,0.148
1.341,0.149
1.334,0.147
1.341,0.148
1.341,0.147
1.334,0.149
1.341,0.147
1.341,0.148
1.341,0.147
1.334,0.148
1.341,0.147
1.334,0.149
1.341,0.148
1.334,0.149
1.341,0.148
1.334,0.149
1.341,0.147
1.334,0.149
1.341,0.147
1.334,0.149
1.341,0.148
1.328,0.148
1.347,0.149
1.334,0.148
1.334,0.149
1.334,0.148
1.334,0.15
1.334,0.148
1.334,0.15
1.334,0.148
1.334,0.15
1.334,0.149
1.334,0.15
1.334,0.149
1.334,0.15
1.334,0.149
1.334,0.15
1.341,0.148
1.334,0.149
1.341,0.149
1.328,0.149
1.341,0.15
1.334,0.147
1.334,0.15
1.334,0.149
1.334,0.15
1.334,0.149
1.328,0.151
1.334,0.149
1.328,0.151
1.334,0.149
1.334,0.151
1.334,0.149
1.334,0.151
1.334,0.149
1.334,0.15
1.341,0.15
1.321,0.149
1.341,0.15
1.334,0.149
1.334,0.15
1.334,0.149
1.334,0.15
1.334,0.149
1.334,0.15
1.334,0.149
1.334,0.15
1.334,0.149
1.334,0.15
1.341,0.148
1.334,0.149
1.341,0.147
1.341,0.148
1.347,0.146
1.347,0.146
1.36,0.142
1.354,0.144
1.36,0.142
1.354,0.144
1.354,0.142
1.354,0.144
1.36,0.142
1.354,0.144
1.36,0.142
1.354,0.143
1.354,0.142
1.36,0.143
1.354,0.141
1.367,0.143
1.347,0.142
1.36,0.141
1.354,0.144
1.36,0.141
1.354,0.144
1.36,0.142
1.354,0.144
1.36,0.141
1.354,0.143
1.36,0.141
1.354,0.143
1.347,0.142
1.367,0.143
1.354,0.143
1.36,0.141
1.354,0.144
1.36,0.141
1.354,0.144
1.36,0.141
1.354,0.144
1.36,0.141
1.354,0.144
1.354,0.141
1.367,0.143
1.347,0.142
0.896,0.004
0.137,0.0
0.072,0.0
0.059,0.0
0.046,0.0
0.052,0.0
0.046,0.0
0.046,0.0
0.059,0.0
0.046,0.0
0.046,0.0
0.039,0.0
0.039,0.0
0.039,0.0
0.046,0.0
0.046,0.0
0.039,0.0
0.039,0.0
