0006,0000
0006,0000
0009,0000
0013,0000
0017,0000
0021,0000
0024,0000
0029,0000
0033,0000
0037,0000
0040,0000
0045,0000
0048,0000
0051,0000
0056,0000
0060,0000
0064,0000
0068,0000
0072,0000
0076,0000
0080,0000
0088,0000
0083,0000
0089,0001
0101,0000
0100,0000
0104,0000
0107,0000
0112,0000
0116,0000
0119,0002
0122,0003
0126,0005
0129,0010
0131,0015
0135,0021
0138,0029
0140,0037
0143,0048
0144,0057
0146,0071
0147,0083
0149,0097
0151,0112
0152,0127
0154,0143
0155,0158
0156,0174
0157,0191
0158,0208
0159,0226
0159,0242
0160,0260
0162,0277
0162,0296
0162,0313
0164,0332
0164,0350
0165,0370
0166,0386
0167,0405
0166,0424
0167,0443
0168,0461
0168,0479
0169,0499
0170,0518
0170,0538
0171,0556
0171,0577
0171,0594
0164,0331
0163,0332
0164,0332
0164,0332
0164,0332
0164,0332
0164,0332
0164,0332
0164,0332
0164,0332
0165,0332
0164,0331
0164,0332
0165,0332
0164,0333
0164,0332
0164,0332
0165,0331
0164,0331
0166,0332
0164,0331
0164,0332
0164,0331
0164,0332
0164,0332
0164,0332
0164,0332
0163,0332
0164,0331
0163,0331
0164,0332
0164,0331
0165,0332
0164,0331
0164,0333
0164,0332
0164,0332
0164,0332
0164,0331
0164,0331
0165,0332
0164,0331
0164,0332
0165,0331
0164,0332
0165,0331
0164,0331
0164,0331
0165,0332
0164,0331
0164,0332
0164,0331
0164,0331
0163,0332
0164,0331
0164,0332
0165,0332
0164,0331
0165,0331
0163,0331
0165,0332
0164,0331
0164,0331
0164,0331
0164,0332
0164,0332
0164,0331
0165,0332
0164,0332
0164,0332
0164,0331
0164,0332
0163,0332
0164,0332
0165,0332
0165,0332
0164,0331
0164,0332
0164,0332
0164,0332
0164,0331
0164,0332
0164,0332
0164,0331
0165,0332
0163,0332
0164,0332
0164,0331
0164,0332
0164,0331
0164,0332
0164,0332
0164,0332
0164,0332
0163,0332
0164,0331
0164,0333
0164,0332
0163,0331
0164,0332
0164,0332
0164,0332
0164,0332
0163,0332
0164,0332
0164,0332
0164,0331
0163,0332
0164,0331
0164,0332
0165,0332
0163,0331
0164,0332
0165,0332
0165,0332
0164,0332
0164,0332
0164,0331
0164,0331
0164,0331
0164,0333
0164,0332
0164,0330
0165,0332
0163,0332
0164,0332
0164,0332
0164,0332
0163,0331
0164,0332
0164,0331
0163,0332
0164,0332
0163,0332
0164,0331
0164,0331
0164,0332
0164,0332
0163,0332
0164,0332
0163,0331
0164,0331
0163,0332
0164,0331
0164,0332
0164,0331
0164,0332
0165,0332
0164,0332
0165,0332
0164,0331
0164,0332
0164,0331
0164,0332
0164,0331
0164,0331
0164,0332
0164,0332
0163,0332
0163,0332
0164,0332
0164,0332
0164,0332
0164,0331
0164,0332
0164,0332
0164,0333
0164,0331
0163,0332
0137,0022
0043,0000
0021,0000
0013,0000
0012,0000
0010,0000
0009,0000
0010,0000
0009,0000
0009,0000
0008,0000
0008,0000
0008,0000
0008,0000
0007,0000
0008,0000
DONE
