0006,0000
0009,0000
0013,0000
0018,0000
0021,0000
0025,0000
0029,0000
0033,0000
0037,0000
0040,0000
0046,0000
0049,0000
0053,0000
0056,0000
0061,0000
0065,0000
0067,0000
0072,0000
0077,0000
0081,0000
0086,0000
0092,0000
0093,0000
0096,0000
0101,0000
0104,0000
0108,0000
0111,0000
0115,0000
0120,0002
0122,0002
0126,0005
0130,0009
0133,0014
0136,0019
0138,0026
0142,0035
0143,0044
0145,0055
0147,0065
0148,0079
0151,0094
0152,0106
0153,0121
0155,0136
0155,0151
0158,0167
0158,0183
0160,0200
0162,0216
0161,0233
0163,0249
0163,0267
0164,0284
0165,0303
0165,0320
0167,0337
0167,0356
0168,0373
0169,0392
0170,0410
0171,0427
0171,0445
0173,0464
0174,0482
0173,0500
0174,0520
0175,0539
0176,0556
0176,0575
0177,0595
0177,0612
0167,0327
0167,0326
0167,0328
0167,0327
0167,0326
0167,0327
0167,0327
0167,0327
0168,0327
0167,0327
0167,0327
0167,0327
0167,0328
0167,0326
0167,0327
0167,0327
0166,0326
0167,0327
0167,0327
0166,0327
0167,0327
0167,0327
0167,0327
0167,0327
0167,0328
0167,0327
0167,0327
0167,0327
0167,0326
0167,0327
0167,0327
0167,0327
0168,0327
0167,0327
0166,0327
0167,0327
0168,0327
0167,0327
0167,0327
0167,0327
0167,0327
0167,0327
0167,0326
0167,0327
0167,0327
0167,0327
0167,0327
0167,0326
0167,0327
0167,0327
0167,0327
0167,0326
0167,0327
0167,0327
0167,0325
0167,0326
0167,0326
0167,0326
0166,0327
0166,0326
0167,0326
0167,0327
0166,0327
0168,0326
0167,0327
0167,0327
0167,0326
0167,0327
0167,0327
0167,0326
0167,0328
0167,0327
0167,0327
0167,0327
0167,0327
0167,0327
0167,0327
0167,0328
0167,0326
0168,0327
0167,0328
0167,0326
0167,0327
0167,0327
0167,0327
0167,0327
0167,0327
0167,0326
0167,0327
0167,0328
0167,0326
0167,0326
0167,0328
0167,0327
0167,0327
0167,0327
0167,0327
0167,0327
0166,0327
0167,0326
0167,0327
0166,0328
0167,0326
0167,0326
0167,0328
0166,0326
0167,0326
0167,0327
0165,0327
0167,0327
0167,0327
0166,0326
0167,0326
0166,0327
0167,0326
0167,0326
0167,0328
0167,0326
0167,0326
0167,0327
0167,0327
0167,0327
0167,0327
0167,0327
0167,0326
0167,0328
0167,0327
0167,0326
0168,0328
0167,0327
0167,0326
0168,0327
0166,0327
0167,0327
0167,0327
0167,0327
0167,0326
0167,0327
0167,0327
0167,0326
0167,0327
0166,0327
0167,0326
0167,0327
0166,0327
0167,0327
0167,0327
0167,0328
0167,0326
0167,0327
0167,0327
0167,0326
0167,0327
0166,0327
0166,0326
0167,0327
0166,0327
0165,0327
0167,0326
0167,0327
0166,0327
0167,0327
0167,0327
0167,0326
0167,0327
0167,0326
0144,0044
0024,0000
0012,0000
0010,0000
0010,0000
0008,0000
0008,0000
0008,0000
0007,0000
0008,0000
0007,0000
0008,0000
0007,0000
0007,0000
0007,0000
0007,0000
0007,0000
0005,0000
