0.55,-6.907755278982137
0.558,-6.907755278982137
0.566,-6.214608098422191
0.572,-5.809142990314028
0.577,-5.809142990314028
0.579,-5.521460917862246
0.585,-5.298317366548036
0.591,-5.298317366548036
0.597,-5.115995809754082
0.602,-4.961845129926823
0.602,-4.961845129926823
0.605,-4.8283137373023015
0.606,-4.710530701645918
0.608,-4.605170185988091
0.607,-4.605170185988091
0.615,-4.509860006183766
0.618,-4.422848629194137
0.619,-4.3428059215206005
0.621,-4.3428059215206005
0.625,-4.268697949366879
0.629,-4.199705077879927
0.628,-4.199705077879927
0.629,-4.135166556742356
0.631,-4.074541934925921
0.632,-4.017383521085972
0.633,-3.9633162998156966
0.633,-3.9633162998156966
0.636,-3.912023005428146
0.637,-3.863232841258714
0.639,-3.863232841258714
0.641,-3.816712825623821
0.643,-3.7722610630529876
0.644,-3.7297014486341915
0.645,-3.6888794541139363
0.646,-3.649658740960655
0.649,-3.649658740960655
0.649,-3.611918412977808
0.651,-3.575550768806933
0.653,-3.575550768806933
0.654,-3.540459448995663
0.655,-3.506557897319982
0.651,-3.473768074496991
0.653,-3.473768074496991
0.657,-3.4420193761824103
0.657,-3.4112477175156566
0.657,-3.3813947543659757
0.658,-3.3813947543659757
0.66,-3.3524072174927233
0.659,-3.3242363405260273
0.663,-3.2968373663379125
0.667,-3.2968373663379125
0.664,-3.270169119255751
0.665,-3.2441936328524905
0.666,-3.2188758248682006
0.664,-3.2188758248682006
0.667,-3.1941832122778293
0.67,-3.170085660698769
0.665,-3.146555163288575
0.67,-3.146555163288575
0.67,-3.123565645063876
0.671,-3.101092789211817
0.672,-3.079113882493042
0.67,-3.0576076772720784
0.672,-3.0576076772720784
0.677,-3.036554268074246
0.675,-3.0159349808715104
0.676,-2.995732273553991
0.677,-2.9759296462578115
0.678,-2.9565115604007097
0.678,-2.9565115604007097
