0006,0000
0005,0000
0009,0000
0013,0000
0017,0000
0020,0000
0025,0000
0029,0000
0033,0000
0037,0000
0041,0000
0044,0000
0049,0000
0053,0000
0056,0000
0061,0000
0064,0000
0068,0000
0072,0000
0077,0000
0081,0000
0085,0000
0090,0000
0090,0001
0096,0000
0101,0000
0104,0000
0108,0000
0112,0000
0115,0000
0119,0002
0122,0004
0126,0006
0129,0010
0132,0015
0135,0021
0137,0028
0140,0037
0143,0047
0144,0058
0146,0070
0148,0083
0150,0098
0151,0111
0152,0127
0153,0144
0155,0158
0156,0175
0157,0190
0159,0208
0159,0225
0160,0241
0161,0260
0162,0277
0162,0296
0163,0313
0164,0332
0164,0349
0166,0368
0166,0387
0166,0405
0167,0424
0168,0442
0169,0462
0169,0479
0170,0499
0170,0516
0171,0536
0171,0556
0173,0574
0172,0595
0164,0332
0164,0331
0164,0331
0164,0332
0164,0332
0164,0332
0164,0332
0164,0332
0163,0332
0164,0331
0165,0331
0165,0332
0164,0331
0165,0332
0165,0331
0164,0332
0165,0332
0164,0332
0165,0332
0165,0331
0165,0331
0165,0332
0165,0331
0165,0332
0164,0332
0164,0332
0164,0331
0165,0332
0164,0331
0164,0332
0164,0331
0164,0332
0164,0332
0164,0332
0164,0331
0164,0332
0165,0332
0164,0331
0164,0331
0164,0331
0164,0332
0164,0331
0164,0332
0165,0331
0164,0332
0165,0331
0164,0332
0165,0332
0165,0331
0164,0332
0165,0332
0165,0332
0165,0332
0164,0332
0165,0331
0163,0332
0164,0332
0164,0331
0163,0332
0165,0332
0164,0332
0164,0331
0164,0332
0164,0332
0164,0331
0165,0332
0164,0332
0164,0332
0164,0332
0164,0332
0164,0331
0164,0332
0164,0332
0164,0331
0165,0332
0164,0331
0164,0332
0165,0331
0164,0332
0165,0332
0165,0331
0165,0332
0164,0331
0165,0332
0164,0331
0165,0332
0165,0332
0164,0332
0165,0331
0164,0332
0165,0331
0164,0331
0164,0332
0163,0331
0164,0332
0164,0331
0164,0332
0164,0331
0163,0332
0164,0332
0164,0332
0164,0333
0163,0332
0164,0332
0164,0332
0164,0332
0164,0332
0164,0332
0164,0332
0164,0332
0164,0332
0164,0331
0165,0332
0164,0332
0164,0332
0165,0332
0165,0332
0165,0331
0165,0332
0165,0332
0165,0332
0165,0333
0164,0331
0165,0332
0164,0331
0164,0332
0164,0331
0164,0332
0165,0331
0164,0332
0164,0332
0164,0331
0164,0333
0164,0332
0164,0331
0164,0331
0164,0332
0164,0331
0164,0332
0164,0331
0163,0331
0164,0332
0164,0331
0164,0332
0165,0331
0164,0332
0165,0332
0164,0332
0165,0332
0164,0332
0165,0332
0165,0331
0164,0332
0165,0331
0164,0332
0164,0331
0164,0332
0164,0332
0164,0332
0164,0332
0164,0331
0164,0332
0164,0332
0163,0332
0164,0331
0164,0332
0164,0332
0164,0332
0164,0332
0137,0022
0043,0000
0021,0000
0015,0000
0012,0000
0010,0000
0010,0000
0009,0000
0009,0000
0008,0000
0008,0000
0008,0000
0008,0000
0008,0000
0008,0000
0008,0000
DONE
